frequency	V(onoise)
2.454708915685020e+001	7.521260e-007
2.511886431509570e+001	7.521260e-007
2.570395782768853e+001	7.521259e-007
2.630267991895371e+001	7.521259e-007
2.691534803926904e+001	7.521259e-007
2.754228703338155e+001	7.521259e-007
2.818382931264442e+001	7.521258e-007
2.884031503126593e+001	7.521258e-007
2.951209226666373e+001	7.521257e-007
3.019951720402003e+001	7.521257e-007
3.090295432513577e+001	7.521257e-007
3.162277660168365e+001	7.521257e-007
3.235936569296268e+001	7.521256e-007
3.311311214825896e+001	7.521256e-007
3.388441561392011e+001	7.521256e-007
3.467368504525301e+001	7.521255e-007
3.548133892335738e+001	7.521255e-007
3.630780547700997e+001	7.521255e-007
3.715352290971708e+001	7.521254e-007
3.801893963205595e+001	7.521253e-007
3.890451449942788e+001	7.521253e-007
3.981071705534954e+001	7.521252e-007
4.073802778041109e+001	7.521252e-007
4.168693834703335e+001	7.521251e-007
4.265795188015907e+001	7.521251e-007
4.365158322401639e+001	7.521250e-007
4.466835921509610e+001	7.521249e-007
4.570881896148729e+001	7.521249e-007
4.677351412871960e+001	7.521248e-007
4.786300923226361e+001	7.521247e-007
4.897788193684438e+001	7.521247e-007
5.011872336272698e+001	7.521245e-007
5.128613839913624e+001	7.521245e-007
5.248074602497700e+001	7.521244e-007
5.370317963702501e+001	7.521243e-007
5.495408738576219e+001	7.521242e-007
5.623413251903463e+001	7.521241e-007
5.754399373371541e+001	7.521240e-007
5.888436553555861e+001	7.521239e-007
6.025595860743547e+001	7.521238e-007
6.165950018614791e+001	7.521236e-007
6.309573444801901e+001	7.521235e-007
6.456542290346522e+001	7.521234e-007
6.606934480075925e+001	7.521232e-007
6.760829753919782e+001	7.521230e-007
6.918309709189329e+001	7.521229e-007
7.079457843841342e+001	7.521227e-007
7.244359600749863e+001	7.521226e-007
7.413102413009136e+001	7.521224e-007
7.585775750291798e+001	7.521222e-007
7.762471166286876e+001	7.521220e-007
7.943282347242773e+001	7.521218e-007
8.128305161640949e+001	7.521215e-007
8.317637711026666e+001	7.521213e-007
8.511380382023719e+001	7.521211e-007
8.709635899560760e+001	7.521209e-007
8.912509381337408e+001	7.521206e-007
9.120108393559049e+001	7.521203e-007
9.332543007969861e+001	7.521200e-007
9.549925860214309e+001	7.521197e-007
9.772372209558054e+001	7.521194e-007
9.999999999999946e+001	7.521190e-007
1.023292992280749e+002	7.521187e-007
1.047128548050894e+002	7.521184e-007
1.071519305237600e+002	7.521180e-007
1.096478196143179e+002	7.521176e-007
1.122018454301957e+002	7.521172e-007
1.148153621496876e+002	7.521168e-007
1.174897554939523e+002	7.521163e-007
1.202264434617406e+002	7.521158e-007
1.230268770812374e+002	7.521153e-007
1.258925411794160e+002	7.521148e-007
1.288249551693126e+002	7.521143e-007
1.318256738556399e+002	7.521137e-007
1.348962882591646e+002	7.521131e-007
1.380384264602876e+002	7.521125e-007
1.412537544622746e+002	7.521118e-007
1.445439770745919e+002	7.521111e-007
1.479108388168199e+002	7.521105e-007
1.513561248436199e+002	7.521097e-007
1.548816618912472e+002	7.521089e-007
1.584893192461104e+002	7.521081e-007
1.621810097358920e+002	7.521073e-007
1.659586907437551e+002	7.521064e-007
1.698243652461734e+002	7.521054e-007
1.737800828749365e+002	7.521045e-007
1.778279410038912e+002	7.521035e-007
1.819700858609972e+002	7.521024e-007
1.862087136662856e+002	7.521013e-007
1.905460717963235e+002	7.521001e-007
1.949844599758033e+002	7.520989e-007
1.995262314968867e+002	7.520977e-007
2.041737944669516e+002	7.520964e-007
2.089296130854026e+002	7.520949e-007
2.137962089502218e+002	7.520935e-007
2.187761623949538e+002	7.520920e-007
2.238721138568325e+002	7.520904e-007
2.290867652767758e+002	7.520888e-007
2.344228815319906e+002	7.520870e-007
2.398832919019474e+002	7.520853e-007
2.454708915685014e+002	7.520834e-007
2.511886431509563e+002	7.520815e-007
2.570395782768846e+002	7.520794e-007
2.630267991895364e+002	7.520773e-007
2.691534803926897e+002	7.520750e-007
2.754228703338148e+002	7.520727e-007
2.818382931264435e+002	7.520703e-007
2.884031503126586e+002	7.520678e-007
2.951209226666366e+002	7.520651e-007
3.019951720401995e+002	7.520624e-007
3.090295432513569e+002	7.520596e-007
3.162277660168357e+002	7.520566e-007
3.235936569296260e+002	7.520535e-007
3.311311214825888e+002	7.520503e-007
3.388441561392002e+002	7.520469e-007
3.467368504525292e+002	7.520434e-007
3.548133892335729e+002	7.520398e-007
3.630780547700987e+002	7.520360e-007
3.715352290971698e+002	7.520321e-007
3.801893963205584e+002	7.520280e-007
3.890451449942777e+002	7.520237e-007
3.981071705534943e+002	7.520193e-007
4.073802778041097e+002	7.520147e-007
4.168693834703323e+002	7.520099e-007
4.265795188015895e+002	7.520050e-007
4.365158322401627e+002	7.519998e-007
4.466835921509598e+002	7.519945e-007
4.570881896148716e+002	7.519889e-007
4.677351412871947e+002	7.519832e-007
4.786300923226348e+002	7.519773e-007
4.897788193684425e+002	7.519711e-007
5.011872336272685e+002	7.519647e-007
5.128613839913610e+002	7.519581e-007
5.248074602497686e+002	7.519513e-007
5.370317963702487e+002	7.519442e-007
5.495408738576203e+002	7.519370e-007
5.623413251903447e+002	7.519295e-007
5.754399373371524e+002	7.519217e-007
5.888436553555844e+002	7.519137e-007
6.025595860743530e+002	7.519055e-007
6.165950018614773e+002	7.518969e-007
6.309573444801882e+002	7.518882e-007
6.456542290346504e+002	7.518792e-007
6.606934480075908e+002	7.518699e-007
6.760829753919763e+002	7.518604e-007
6.918309709189309e+002	7.518507e-007
7.079457843841321e+002	7.518406e-007
7.244359600749841e+002	7.518304e-007
7.413102413009113e+002	7.518198e-007
7.585775750291774e+002	7.518091e-007
7.762471166286852e+002	7.517980e-007
7.943282347242747e+002	7.517868e-007
8.128305161640923e+002	7.517752e-007
8.317637711026639e+002	7.517635e-007
8.511380382023692e+002	7.517515e-007
8.709635899560732e+002	7.517394e-007
8.912509381337379e+002	7.517270e-007
9.120108393559019e+002	7.517144e-007
9.332543007969830e+002	7.517015e-007
9.549925860214277e+002	7.516886e-007
9.772372209558022e+002	7.516754e-007
9.999999999999913e+002	7.516620e-007
1.023292992280745e+003	7.516485e-007
1.047128548050890e+003	7.516348e-007
1.071519305237597e+003	7.516211e-007
1.096478196143175e+003	7.516072e-007
1.122018454301953e+003	7.515932e-007
1.148153621496872e+003	7.515791e-007
1.174897554939519e+003	7.515649e-007
1.202264434617402e+003	7.515506e-007
1.230268770812370e+003	7.515363e-007
1.258925411794156e+003	7.515220e-007
1.288249551693122e+003	7.515076e-007
1.318256738556395e+003	7.514932e-007
1.348962882591641e+003	7.514789e-007
1.380384264602872e+003	7.514646e-007
1.412537544622741e+003	7.514503e-007
1.445439770745914e+003	7.514361e-007
1.479108388168193e+003	7.514220e-007
1.513561248436194e+003	7.514079e-007
1.548816618912467e+003	7.513939e-007
1.584893192461099e+003	7.513801e-007
1.621810097358915e+003	7.513664e-007
1.659586907437545e+003	7.513528e-007
1.698243652461728e+003	7.513394e-007
1.737800828749359e+003	7.513261e-007
1.778279410038906e+003	7.513130e-007
1.819700858609966e+003	7.513001e-007
1.862087136662849e+003	7.512874e-007
1.905460717963229e+003	7.512749e-007
1.949844599758026e+003	7.512626e-007
1.995262314968860e+003	7.512505e-007
2.041737944669509e+003	7.512387e-007
2.089296130854019e+003	7.512271e-007
2.137962089502211e+003	7.512157e-007
2.187761623949531e+003	7.512047e-007
2.238721138568317e+003	7.511938e-007
2.290867652767750e+003	7.511832e-007
2.344228815319898e+003	7.511728e-007
2.398832919019466e+003	7.511628e-007
2.454708915685005e+003	7.511529e-007
2.511886431509554e+003	7.511434e-007
2.570395782768837e+003	7.511341e-007
2.630267991895355e+003	7.511250e-007
2.691534803926887e+003	7.511163e-007
2.754228703338138e+003	7.511077e-007
2.818382931264424e+003	7.510995e-007
2.884031503126575e+003	7.510915e-007
2.951209226666354e+003	7.510837e-007
3.019951720401984e+003	7.510762e-007
3.090295432513557e+003	7.510690e-007
3.162277660168345e+003	7.510620e-007
3.235936569296248e+003	7.510553e-007
3.311311214825875e+003	7.510488e-007
3.388441561391989e+003	7.510425e-007
3.467368504525279e+003	7.510366e-007
3.548133892335716e+003	7.510308e-007
3.630780547700973e+003	7.510252e-007
3.715352290971684e+003	7.510199e-007
3.801893963205570e+003	7.510147e-007
3.890451449942763e+003	7.510098e-007
3.981071705534928e+003	7.510051e-007
4.073802778041082e+003	7.510006e-007
4.168693834703307e+003	7.509964e-007
4.265795188015879e+003	7.509923e-007
4.365158322401610e+003	7.509884e-007
4.466835921509581e+003	7.509847e-007
4.570881896148699e+003	7.509811e-007
4.677351412871929e+003	7.509778e-007
4.786300923226329e+003	7.509747e-007
4.897788193684407e+003	7.509717e-007
5.011872336272666e+003	7.509689e-007
5.128613839913590e+003	7.509662e-007
5.248074602497666e+003	7.509637e-007
5.370317963702466e+003	7.509614e-007
5.495408738576182e+003	7.509593e-007
5.623413251903426e+003	7.509573e-007
5.754399373371502e+003	7.509554e-007
5.888436553555821e+003	7.509537e-007
6.025595860743507e+003	7.509522e-007
6.165950018614749e+003	7.509508e-007
6.309573444801858e+003	7.509495e-007
6.456542290346478e+003	7.509484e-007
6.606934480075881e+003	7.509474e-007
6.760829753919737e+003	7.509466e-007
6.918309709189281e+003	7.509460e-007
7.079457843841294e+003	7.509454e-007
7.244359600749813e+003	7.509450e-007
7.413102413009085e+003	7.509448e-007
7.585775750291745e+003	7.509447e-007
7.762471166286822e+003	7.509447e-007
7.943282347242717e+003	7.509448e-007
8.128305161640892e+003	7.509452e-007
8.317637711026608e+003	7.509456e-007
8.511380382023659e+003	7.509462e-007
8.709635899560699e+003	7.509469e-007
8.912509381337344e+003	7.509478e-007
9.120108393558983e+003	7.509489e-007
9.332543007969793e+003	7.509501e-007
9.549925860214238e+003	7.509514e-007
9.772372209557982e+003	7.509529e-007
9.999999999999871e+003	7.509546e-007
1.023292992280741e+004	7.509564e-007
1.047128548050886e+004	7.509585e-007
1.071519305237592e+004	7.509606e-007
1.096478196143171e+004	7.509630e-007
1.122018454301949e+004	7.509656e-007
1.148153621496868e+004	7.509683e-007
1.174897554939514e+004	7.509712e-007
1.202264434617397e+004	7.509743e-007
1.230268770812365e+004	7.509777e-007
1.258925411794151e+004	7.509813e-007
1.288249551693117e+004	7.509851e-007
1.318256738556390e+004	7.509890e-007
1.348962882591636e+004	7.509933e-007
1.380384264602867e+004	7.509978e-007
1.412537544622735e+004	7.510026e-007
1.445439770745908e+004	7.510076e-007
1.479108388168187e+004	7.510129e-007
1.513561248436188e+004	7.510185e-007
1.548816618912460e+004	7.510245e-007
1.584893192461092e+004	7.510307e-007
1.621810097358908e+004	7.510372e-007
1.659586907437538e+004	7.510441e-007
1.698243652461721e+004	7.510514e-007
1.737800828749351e+004	7.510590e-007
1.778279410038898e+004	7.510670e-007
1.819700858609958e+004	7.510755e-007
1.862087136662842e+004	7.510843e-007
1.905460717963221e+004	7.510936e-007
1.949844599758018e+004	7.511034e-007
1.995262314968852e+004	7.511136e-007
2.041737944669501e+004	7.511244e-007
2.089296130854010e+004	7.511356e-007
2.137962089502202e+004	7.511475e-007
2.187761623949522e+004	7.511599e-007
2.238721138568308e+004	7.511729e-007
2.290867652767740e+004	7.511865e-007
2.344228815319889e+004	7.512008e-007
2.398832919019456e+004	7.512158e-007
2.454708915684995e+004	7.512315e-007
2.511886431509544e+004	7.512480e-007
2.570395782768826e+004	7.512652e-007
2.630267991895344e+004	7.512833e-007
2.691534803926876e+004	7.513022e-007
2.754228703338126e+004	7.513221e-007
2.818382931264412e+004	7.513428e-007
2.884031503126564e+004	7.513646e-007
2.951209226666342e+004	7.513875e-007
3.019951720401971e+004	7.514113e-007
3.090295432513544e+004	7.514364e-007
3.162277660168332e+004	7.514626e-007
3.235936569296234e+004	7.514901e-007
3.311311214825861e+004	7.515188e-007
3.388441561391974e+004	7.515490e-007
3.467368504525264e+004	7.515806e-007
3.548133892335701e+004	7.516136e-007
3.630780547700958e+004	7.516482e-007
3.715352290971669e+004	7.516845e-007
3.801893963205554e+004	7.517224e-007
3.890451449942747e+004	7.517622e-007
3.981071705534912e+004	7.518038e-007
4.073802778041065e+004	7.518474e-007
4.168693834703291e+004	7.518930e-007
4.265795188015862e+004	7.519408e-007
4.365158322401593e+004	7.519909e-007
4.466835921509563e+004	7.520433e-007
4.570881896148680e+004	7.520981e-007
4.677351412871909e+004	7.521556e-007
4.786300923226309e+004	7.522157e-007
4.897788193684386e+004	7.522787e-007
5.011872336272644e+004	7.523446e-007
5.128613839913568e+004	7.524137e-007
5.248074602497643e+004	7.524860e-007
5.370317963702443e+004	7.525617e-007
5.495408738576159e+004	7.526410e-007
5.623413251903402e+004	7.527239e-007
5.754399373371479e+004	7.528108e-007
5.888436553555797e+004	7.529017e-007
6.025595860743483e+004	7.529969e-007
6.165950018614724e+004	7.530966e-007
6.309573444801832e+004	7.532009e-007
6.456542290346453e+004	7.533102e-007
6.606934480075855e+004	7.534246e-007
6.760829753919710e+004	7.535443e-007
6.918309709189255e+004	7.536696e-007
7.079457843841266e+004	7.538008e-007
7.244359600749785e+004	7.539381e-007
7.413102413009056e+004	7.540820e-007
7.585775750291716e+004	7.542324e-007
7.762471166286792e+004	7.543899e-007
7.943282347242687e+004	7.545548e-007
8.128305161640862e+004	7.547274e-007
8.317637711026576e+004	7.549081e-007
8.511380382023628e+004	7.550972e-007
8.709635899560666e+004	7.552951e-007
8.912509381337311e+004	7.555022e-007
9.120108393558950e+004	7.557190e-007
9.332543007969759e+004	7.559459e-007
9.549925860214204e+004	7.561833e-007
9.772372209557948e+004	7.564319e-007
9.999999999999837e+004	7.566919e-007
1.023292992280737e+005	7.569640e-007
1.047128548050882e+005	7.572488e-007
1.071519305237589e+005	7.575468e-007
1.096478196143167e+005	7.578586e-007
1.122018454301945e+005	7.581849e-007
1.148153621496864e+005	7.585263e-007
1.174897554939510e+005	7.588835e-007
1.202264434617393e+005	7.592571e-007
1.230268770812361e+005	7.596481e-007
1.258925411794147e+005	7.600570e-007
1.288249551693113e+005	7.604849e-007
1.318256738556385e+005	7.609323e-007
1.348962882591631e+005	7.614004e-007
1.380384264602862e+005	7.618900e-007
1.412537544622731e+005	7.624021e-007
1.445439770745904e+005	7.629376e-007
1.479108388168183e+005	7.634977e-007
1.513561248436183e+005	7.640833e-007
1.548816618912456e+005	7.646956e-007
1.584893192461087e+005	7.653359e-007
1.621810097358903e+005	7.660053e-007
1.659586907437533e+005	7.667051e-007
1.698243652461716e+005	7.674366e-007
1.737800828749346e+005	7.682013e-007
1.778279410038893e+005	7.690005e-007
1.819700858609953e+005	7.698357e-007
1.862087136662836e+005	7.707085e-007
1.905460717963215e+005	7.716205e-007
1.949844599758012e+005	7.725734e-007
1.995262314968846e+005	7.735688e-007
2.041737944669495e+005	7.746087e-007
2.089296130854004e+005	7.756947e-007
2.137962089502196e+005	7.768290e-007
2.187761623949515e+005	7.780134e-007
2.238721138568301e+005	7.792501e-007
2.290867652767734e+005	7.805410e-007
2.344228815319882e+005	7.818886e-007
2.398832919019449e+005	7.832951e-007
2.454708915684988e+005	7.847627e-007
2.511886431509537e+005	7.862940e-007
2.570395782768819e+005	7.878915e-007
2.630267991895336e+005	7.895577e-007
2.691534803926869e+005	7.912952e-007
2.754228703338119e+005	7.931069e-007
2.818382931264405e+005	7.949956e-007
2.884031503126556e+005	7.969641e-007
2.951209226666334e+005	7.990153e-007
3.019951720401964e+005	8.011523e-007
3.090295432513537e+005	8.033783e-007
3.162277660168324e+005	8.056963e-007
3.235936569296226e+005	8.081097e-007
3.311311214825853e+005	8.106217e-007
3.388441561391967e+005	8.132357e-007
3.467368504525256e+005	8.159552e-007
3.548133892335693e+005	8.187835e-007
3.630780547700950e+005	8.217243e-007
3.715352290971660e+005	8.247811e-007
3.801893963205545e+005	8.279575e-007
3.890451449942738e+005	8.312571e-007
3.981071705534903e+005	8.346835e-007
4.073802778041056e+005	8.382406e-007
4.168693834703281e+005	8.419319e-007
4.265795188015852e+005	8.457610e-007
4.365158322401583e+005	8.497316e-007
4.466835921509552e+005	8.538474e-007
4.570881896148669e+005	8.581119e-007
4.677351412871899e+005	8.625286e-007
4.786300923226299e+005	8.671010e-007
4.897788193684375e+005	8.718324e-007
5.011872336272634e+005	8.767259e-007
5.128613839913558e+005	8.817849e-007
5.248074602497633e+005	8.870122e-007
5.370317963702432e+005	8.924107e-007
5.495408738576148e+005	8.979829e-007
5.623413251903391e+005	9.037313e-007
5.754399373371467e+005	9.096580e-007
5.888436553555785e+005	9.157650e-007
6.025595860743470e+005	9.220540e-007
6.165950018614712e+005	9.285260e-007
6.309573444801820e+005	9.351824e-007
6.456542290346441e+005	9.420235e-007
6.606934480075843e+005	9.490495e-007
6.760829753919698e+005	9.562602e-007
6.918309709189242e+005	9.636550e-007
7.079457843841253e+005	9.712325e-007
7.244359600749771e+005	9.789910e-007
7.413102413009043e+005	9.869282e-007
7.585775750291703e+005	9.950410e-007
7.762471166286779e+005	1.003326e-006
7.943282347242674e+005	1.011779e-006
8.128305161640848e+005	1.020394e-006
8.317637711026561e+005	1.029166e-006
8.511380382023612e+005	1.038089e-006
8.709635899560649e+005	1.047154e-006
8.912509381337294e+005	1.056354e-006
9.120108393558932e+005	1.065679e-006
9.332543007969741e+005	1.075119e-006
9.549925860214186e+005	1.084662e-006
9.772372209557928e+005	1.094297e-006
1.000000000000000e+006	1.104011e-006
